3;Koltuk Takımı;Gold Koltuk Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-gold-koltuk-takimi-14.jpg;https://akmoysofa.com/gold-koltuk-takimi/
3;Koltuk Takımı;Mercan Koltuk Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-mercan-koltuk-takimi.jpeg;https://akmoysofa.com/mercan-koltuk-takimi/
3;Köşe Takımı;Eva Köşe Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-eva-kose-koltuk-takimi-1.jpg;https://akmoysofa.com/eva-kose-takimi/
3;Köşe Takımı;Gold Köşe Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-gold-kose-takimi-1.jpeg;https://akmoysofa.com/gold-kose-takimi/
3;Köşe Takımı;Kristal Köşe Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-kristal-kose-takimi-6.jpg;https://akmoysofa.com/kristal-kose-takimi/
3;Yemek Odası;Natuzzi Yemek Odası Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-natuzzi-koltuk-takimi-2-1.jpeg;https://akmoysofa.com/natuzzi-yemek-odasi-takimi/
3;Yemek Odası;Victoria Yemek Odası Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-victoria-yemek-odasi-1.jpg;https://akmoysofa.com/victoria-yemek-odasi-takimi/
3;Yemek Odası;Hilal Yemek Odası Takımı;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-hilal-yemek-odasi-35.jpg;https://akmoysofa.com/hilal-yemek-odasi-takimi/
3;TV Ünitesi;Natuzzi TV Ünitesi;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-natuzzi-tv-unitesi-8.jpeg;https://akmoysofa.com/natuzzi-tv-unitesi/
3;TV Ünitesi;Kapadokya TV Ünitesi;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-kapadokya-tv-unitesi.jpeg;https://akmoysofa.com/kapadokya-tv-unitesi/
3;TV Ünitesi;Hilal TV Ünitesi;1,00;https://akmoysofa.com/wp-content/uploads/2022/08/urun-hilal-tv-unitesi-4.jpg;https://akmoysofa.com/hilal-tv-unitesi/
4;Koltuk Takımı;Mags;3620,00;https://www.aksaymobilya.com.tr/wp-content/uploads/2023/04/wd-furniture-sofas-prod-9-1-1.jpg;https://www.aksaymobilya.com.tr/mags/
4;Koltuk Takımı;Pallisade;1890,00;https://www.aksaymobilya.com.tr/wp-content/uploads/2023/04/wd-furniture-sofas-prod-7-1-1.jpg;https://www.aksaymobilya.com.tr/palissade/
4;Koltuk Takımı;Silhouette;1680,00;https://www.aksaymobilya.com.tr/wp-content/uploads/2023/04/wd-furniture-sofas-prod-8-1-1.jpg;https://www.aksaymobilya.com.tr/silhouette/
5;Yatak Odası ;Kaşmir Yatak Odası Takımı;172210,00;https://media.akyollife.com.tr/Images/Takimlar/tr:w-960,h-560/822_kasmir-yatak-odasi-takimi-952535403.jpg;https://www.akyollife.com.tr/yatak-odasi/kasmir-yatak-odasi-takimi-822
5;Yatak Odası ;Adessa Yatak Odası Takımı;140590,00;https://media.akyollife.com.tr/Images/Takimlar/tr:w-960,h-560/547231868_adessa-yatak-odasi-1943463922.jpg;https://www.akyollife.com.tr/yatak-odasi/adessa-yatak-odasi-takimi-591
5;Yatak Odası ;Oylat Yatak Odası Takımı;228480,00;https://media.akyollife.com.tr/Images/Takimlar/tr:w-960,h-560/137371149_oylat-yatak-odasi-takimi-1163686450.jpg;https://www.akyollife.com.tr/yatak-odasi/oylat-yatak-odasi-takimi-137
5;Yatak;Comfy Yatak;16660,00;https://bedding.akyollife.com.tr/Images/Urunler/938931790_comfy-yatak-1558901125.jpg;https://bedding.akyollife.com.tr/urun/comfy-yatak
5;Yatak;Woollen Yatak;19210,00;https://bedding.akyollife.com.tr/Images/Urunler/125355329_woollen-yatak-1261904277.jpg;https://bedding.akyollife.com.tr/urun/woollen-yatak
5;Yatak;Natural Comfort Yatak;34850,00;https://bedding.akyollife.com.tr/Images/Urunler/977946301_natural-comfort-yatak-2086310952.jpg;https://bedding.akyollife.com.tr/urun/natural-comfort-yatak
